CEER,STATEDIST,STATE,GRAD YR
0,MS01,MS,2012
0,OK05,OK,2012
446,MI08,MI,2012
0,NJ09,NJ,2012
405,GA07,GA,2012
0,MD05,MD,2012
578,IL01,IL,2012
0,TX01,TX,2012
0,NY01,NY,2012
589,AZ04,AZ,2012
530,TN09,TN,2012
538,GA01,GA,2012
0,TX18,TX,2012
556,AL03,AL,2012
0,GA01,GA,2012
450,LA07,LA,2012
479,SC02,SC,2012
0,FL02,FL,2012
535,OH01,OH,2012
0,IL01,IL,2012
380,NC12,NC,2012
553,OH04,OH,2012
400,WA09,WA,2012
500,NC11,NC,2012
605,VA03,VA,2012
423,GA03,GA,2012
451,GA03,GA,2012
0,IL11,IL,2012
444,GA05,GA,2012
489,MD05,MD,2012
0,MD07,MD,2012
0,AL07,AL,2012
586,CA45,CA,2012
601,VA03,VA,2012
564,TX09,TX,2012
581,GA07,GA,2012
477,LA06,LA,2012
325,FL20,FL,2012
542,CA26,CA,2012
519,CA26,CA,2012
409,VA08,VA,2012
0,AL01,AL,2012
405,IL14,IL,2012
489,NC03,NC,2012
0,FL23,FL,2012
377,FL19,FL,2012
539,AR03,AR,2012
0,FL01,FL,2012
0,FL01,FL,2012
0,TX14,TX,2012
577,VA01,VA,2012
0,OH13,OH,2012
467,FL07,FL,2012
489,FL01,FL,2012
0,GA11,GA,2012
452,MA03,MA,2012
359,IL07,IL,2012
0,VIAL,VI,2012
622,IN01,IN,2012
442,GA11,GA,2012
587,CA27,CA,2012
0,MD01,MD,2012
366,NH01,NH,2012
481,GA13,GA,2012
0,TX31,TX,2012
544,MA07,MA,2012
350,VA01,VA,2012
0,TX04,TX,2012
469,IL01,IL,2012
0,MI15,MI,2012
519,AKAL,AK,2012
425,NC08,NC,2012
443,WI05,WI,2012
567,OH12,OH,2012
0,GA01,GA,2012
504,LA04,LA,2012
512,NY23,NY,2012
491,VA07,VA,2012
0,GA03,GA,2012
701,WA05,WA,2012
0,GA08,GA,2012
469,GA12,GA,2012
443,TX01,TX,2012
0,TX05,TX,2012
515,VA04,VA,2012
0,SC03,SC,2012
404,NY04,NY,2012
0,NC07,NC,2012
457,VA08,VA,2012
385,IN08,IN,2012
518,IL01,IL,2012
517,NY21,NY,2012
455,MD06,MD,2012
457,NC05,NC,2012
0,TX10,TX,2012
338,IL02,IL,2012
308,NV01,NV,2012
290,AR04,AR,2012
0,MD41,MD,2012
599,GA03,GA,2012
545,FL01,FL,2012
406,PA07,PA,2012
470,CO06,CO,2012
603,TX31,TX,2012
562,CO05,CO,2012
582,LA05,LA,2012
0,GA04,GA,2012
483,GA02,GA,2012
0,OH01,OH,2012
0,FL02,FL,2012
638,GA08,GA,2012
465,FL18,FL,2012
517,KY03,KY,2012
0,NY02,NY,2012
660,TX22,TX,2012
469,VA01,VA,2012
403,GA07,GA,2012
497,GA07,GA,2012
601,MD07,MD,2012
628,TX03,TX,2012
490,NJ06,NJ,2012
576,OK04,OK,2012
485,MD04,MD,2012
530,MO03,MO,2012
635,NC12,NC,2012
0,MD05,MD,2012
0,FL03,FL,2012
0,OH04,OH,2012
500,FL21,FL,2012
411,CA08,CA,2012
0,MS02,MS,2012
0,OK01,OK,2012
405,FL02,FL,2012
380,MI11,MI,2012
578,HI01,HI,2012
0,AL01,AL,2012
457,TX06,TX,2012
384,TN07,TN,2012
463,MS03,MS,2012
0,TN09,TN,2012
445,GA07,GA,2012
727,NC12,NC,2012
436,NC12,NC,2012
515,GA03,GA,2012
551,OH16,OH,2012
513,CA05,CA,2012
634,GA09,GA,2012
529,MD01,MD,2012
406,TX24,TX,2012
0,VA02,VA,2012
459,WI04,WI,2012
519,IL11,IL,2012
0,NY19,NY,2012
0,FL17,FL,2012
0,WA09,WA,2012
0,VA01,VA,2012
0,NC12,NC,2012
451,NY09,NY,2012
0,FL01,FL,2012
452,CA34,CA,2012
572,CO05,CO,2012
0,CA12,CA,2012
0,PA02,PA,2012
623,IL14,IL,2012
0,NC08,NC,2012
486,GA07,GA,2012
567,LA07,LA,2012
0,WA09,WA,2012
462,GA12,GA,2012
530,CA46,CA,2012
398,AL01,AL,2012
470,AZ03,AZ,2012
0,AL02,AL,2012
431,TX21,TX,2012
0,TN09,TN,2012
393,MD04,MD,2012
504,TN07,TN,2012
520,GA13,GA,2012
0,SC06,SC,2012
385,NJ38,NJ,2012
0,MI15,MI,2012
503,AL05,AL,2012
0,NC05,NC,2012
335,GA02,GA,2012
0,NY10,NY,2012
568,TX18,TX,2012
0,VA01,VA,2012
504,NJ09,NJ,2012
0,TX01,TX,2012
0,VA17,VA,2012
0,FL14,FL,2012
669,CA05,CA,2012
431,FL02,FL,2012
522,VA11,VA,2012
647,GA03,GA,2012
532,FL06,FL,2012
484,NJ03,NJ,2012
0,TX16,TX,2012
0,AZ06,AZ,2012
476,TX12,TX,2012
466,FL21,FL,2012
460,MI13,MI,2012
0,MI13,MI,2012
493,MA02,MA,2012
629,MD08,MD,2012
474,FL25,FL,2012
439,MD07,MD,2012
305,SC01,SC,2012
519,MD03,MD,2012
568,MD08,MD,2012
598,GA11,GA,2012
0,PA14,PA,2012
598,VA08,VA,2012
0,FL19,FL,2012
0,LA01,LA,2012
0,GA05,GA,2012
392,SC05,SC,2012
436,CA41,CA,2012
474,CA43,CA,2012
593,GA07,GA,2012
519,CA51,CA,2012
551,TX18,TX,2012
392,OK04,OK,2012
308,AL07,AL,2012
0,IL11,IL,2012
472,IL19,IL,2012
553,NM02,NM,2012
303,TX30,TX,2012
518,RI01,RI,2012
495,FL22,FL,2012
581,MA09,MA,2012
303,TX01,TX,2012
462,FL04,FL,2012
530,IL07,IL,2012
388,IL07,IL,2012
300,NY12,NY,2012
482,GA11,GA,2012
463,CA32,CA,2012
489,WA08,WA,2012
727,OH14,OH,2012
0,LA01,LA,2012
376,FL11,FL,2012
0,OH05,OH,2012
396,OH02,OH,2012
0,CA42,CA,2012
428,MD03,MD,2012
0,VA04,VA,2012
371,VA03,VA,2012
409,TX16,TX,2012
0,DCOL,DC,2012
0,CA07,CA,2012
536,MI13,MI,2012
0,AZ01,AZ,2012
376,MI14,MI,2012
423,NC02,NC,2012
489,TX03,TX,2012
377,TX04,TX,2012
476,NC13,NC,2012
508,GA13,GA,2012
0,MA10,MA,2012
0,MI13,MI,2012
0,AL07,AL,2012
424,NJ03,NJ,2012
0,TX12,TX,2012
496,NJ12,NJ,2012
454,DEAL,DE,2012
592,NY06,NY,2012
360,NDAL,ND,2012
455,VA05,VA,2012
0,NJ10,NJ,2012
0,NJ06,NJ,2012
0,VA08,VA,2012
0,GA02,GA,2012
404,NY03,NY,2012
534,GA10,GA,2012
474,PA13,PA,2012
564,TX20,TX,2012
473,NY06,NY,2012
638,CT03,CT,2012
354,TX03,TX,2012
440,FL14,FL,2012
467,TX21,TX,2012
384,LA03,LA,2012
691,IN01,IN,2012
425,FL23,FL,2012
491,IL07,IL,2012
532,TX31,TX,2012
710,NY24,NY,2012
477,LA05,LA,2012
488,IL07,IL,2012
327,MS02,MS,2012
0,GA01,GA,2012
0,GA07,GA,2012
507,WV02,WV,2012
530,VA04,VA,2012
603,TN07,TN,2012
0,PA19,PA,2012
552,VA11,VA,2012
0,MI10,MI,2012
507,FL03,FL,2012
512,NC02,NC,2012
431,MD01,MD,2012
438,CA37,CA,2012
483,CA43,CA,2012
429,VA02,VA,2012
381,GA12,GA,2012
422,TX10,TX,2012
374,LA05,LA,2012
498,TX02,TX,2012
0,TX14,TX,2012
546,SC05,SC,2012
373,AL07,AL,2012
0,AR01,AR,2012
557,VA04,VA,2012
0,SC02,SC,2012
563,NY20,NY,2012
562,MD05,MD,2012
536,VA11,VA,2012
457,WYAL,WY,2012
479,OK04,OK,2012
0,DEAL,DE,2012
579,WA06,WA,2012
0,MO07,MO,2012
0,UT02,UT,2012
0,VA08,VA,2012
402,MS01,MS,2012
479,NJ09,NJ,2012
553,HI02,HI,2012
424,WA05,WA,2012
417,TX31,TX,2012
0,MD08,MD,2012
396,FL11,FL,2012
604,CO07,CO,2012
701,NY03,NY,2012
484,SC06,SC,2012
571,NC12,NC,2012
526,NY11,NY,2012
383,FL22,FL,2012
527,NY06,NY,2012
0,IL11,IL,2012
426,NC09,NC,2012
0,CA08,CA,2012
436,CO05,CO,2012
0,AL07,AL,2012
0,VA05,VA,2012
0,TX01,TX,2012
0,GA01,GA,2012
488,MD04,MD,2012
415,TX21,TX,2012
750,CA48,CA,2012
477,GA03,GA,2012
460,OH04,OH,2012
0,AL01,AL,2012
474,LA04,LA,2012
512,NY23,NY,2012
411,TX31,TX,2012
468,TX03,TX,2012
514,GA13,GA,2012
415,NY15,NY,2012
401,TX21,TX,2012
0,AL01,AL,2012
0,MI11,MI,2012
551,NV01,NV,2012
587,MI15,MI,2012
0,GA04,GA,2012
507,VA05,VA,2012
562,TN08,TN,2012
0,GA03,GA,2012
385,MI14,MI,2012
439,OH01,OH,2012
610,AZ04,AZ,2012
651,CA37,CA,2012
416,GA03,GA,2012
518,NC11,NC,2012
645,OH06,OH,2012
586,VA11,VA,2012
498,NC07,NC,2012
445,NE02,NE,2012
450,NC07,NC,2012
0,TX01,TX,2012
410,OH17,OH,2012
0,IL01,IL,2012
0,NC01,NC,2012
410,AL07,AL,2012
433,CO06,CO,2012
0,LA07,LA,2012
440,AL03,AL,2012
663,TX02,TX,2012
472,MS01,MS,2012
395,MI13,MI,2012
0,CA32,CA,2012
0,MS02,MS,2012
0,LA02,LA,2012
0,VA04,VA,2012
0,GA09,GA,2012
639,AL06,AL,2012
0,OH11,OH,2012
494,TX24,TX,2012
521,MI12,MI,2012
573,NH01,NH,2012
550,GA01,GA,2012
0,WA03,WA,2012
430,MD05,MD,2012
556,WA08,WA,2012
577,SC01,SC,2012
508,CT05,CT,2012
621,IL11,IL,2012
402,FL11,FL,2012
505,TX22,TX,2012
0,KS02,KS,2012
577,MI13,MI,2012
483,NV01,NV,2012
0,MD04,MD,2012
503,TX21,TX,2012
409,VA05,VA,2012
510,FL20,FL,2012
0,SC06,SC,2012
0,AL05,AL,2012
488,MA07,MA,2012
481,PA04,PA,2012
616,FL14,FL,2012
0,NC05,NC,2012
315,IL02,IL,2012
490,GA01,GA,2012
464,MS02,MS,2012
624,VA02,VA,2012
0,VA01,VA,2012
0,TX04,TX,2012
397,MS03,MS,2012
686,NC08,NC,2012
520,WI01,WI,2012
520,MD04,MD,2012
0,PA17,PA,2012
324,NY04,NY,2012
449,GA04,GA,2012
0,FL02,FL,2012
529,MO03,MO,2012
573,TX16,TX,2012
534,NJ06,NJ,2012
0,NY01,NY,2012
315,PA02,PA,2012
0,LA19,LA,2012
557,AL07,AL,2012
0,TX01,TX,2012
470,TX31,TX,2012
0,MO01,MO,2012
406,CO05,CO,2012
573,FL15,FL,2012
531,MI14,MI,2012
509,NC02,NC,2012
445,IL01,IL,2012
464,TX23,TX,2012
494,FL12,FL,2012
531,TX26,TX,2012
540,TX16,TX,2012
547,MS02,MS,2012
562,MD04,MD,2012
368,MI13,MI,2012
493,FL16,FL,2012
0,MI02,MI,2012
450,GA02,GA,2012
0,MA08,MA,2012
0,IL01,IL,2012
504,MI08,MI,2012
0,CA49,CA,2012
0,VA03,VA,2012
482,TX31,TX,2012
0,ME02,ME,2012
0,CA43,CA,2012
0,WI03,WI,2012
514,MO08,MO,2012
526,NC13,NC,2012
429,HI01,HI,2012
654,FL09,FL,2012
503,PA03,PA,2012
470,NC09,NC,2012
0,NY27,NY,2012
560,IN08,IN,2012
0,SC02,SC,2012
436,LA04,LA,2012
438,KS03,KS,2012
510,NC03,NC,2012
519,NC07,NC,2012
0,NY10,NY,2013
413,GA02,GA,2013
533,FL23,FL,2013
439,TX16,TX,2013
463,TX24,TX,2013
555,NJ01,NJ,2013
475,MO02,MO,2013
420,FL09,FL,2013
455,GA02,GA,2013
0,SC03,SC,2013
444,GA11,GA,2013
456,IN01,IN,2013
0,NY19,NY,2013
512,FL07,FL,2013
729,TX16,TX,2013
0,IL11,IL,2013
472,NC11,NC,2013
362,TX16,TX,2013
461,NY06,NY,2013
0,MN07,MN,2013
442,VA11,VA,2013
536,TX27,TX,2013
474,FL11,FL,2013
520,MD07,MD,2013
426,CA44,CA,2013
459,GA03,GA,2013
587,NY01,NY,2013
463,IN07,IN,2013
533,FL06,FL,2013
0,NY12,NY,2013
554,GA02,GA,2013
0,TX18,TX,2013
0,VA07,VA,2013
0,NY25,NY,2013
502,NJ11,NJ,2013
428,TN09,TN,2013
0,FL15,FL,2013
440,SC05,SC,2013
363,NY22,NY,2013
0,NY28,NY,2013
504,VA01,VA,2013
0,MD05,MD,2013
0,GA01,GA,2013
0,VA01,VA,2013
463,MS02,MS,2013
0,CA13,CA,2013
0,NC04,NC,2013
480,SC02,SC,2013
0,VA01,VA,2013
0,GA05,GA,2013
638,NJ07,NJ,2013
0,IL01,IL,2013
0,OH08,OH,2013
587,MD08,MD,2013
500,TN01,TN,2013
527,TX07,TX,2013
0,FL21,FL,2013
0,NC01,NC,2013
0,SC02,SC,2013
0,OH09,OH,2013
0,CA45,CA,2013
0,MS04,MS,2013
394,MD03,MD,2013
544,MD02,MD,2013
434,TX14,TX,2013
367,TX31,TX,2013
0,TN09,TN,2013
457,NC09,NC,2013
554,GA05,GA,2013
0,FL01,FL,2013
0,VA01,VA,2013
536,GA04,GA,2013
0,AL03,AL,2013
465,TX30,TX,2013
417,MD03,MD,2013
413,VA04,VA,2013
541,TX08,TX,2013
0,MO01,MO,2013
0,NC05,NC,2013
0,LA04,LA,2013
709,OH09,OH,2013
472,LA06,LA,2013
0,GA05,GA,2013
0,IN07,IN,2013
0,AL05,AL,2013
526,MS01,MS,2013
295,MI05,MI,2013
489,FL02,FL,2013
439,PA03,PA,2013
0,NC02,NC,2013
374,TX26,TX,2013
625,GA13,GA,2013
477,WA09,WA,2013
458,WA08,WA,2013
523,IN04,IN,2013
420,NC07,NC,2013
0,NC08,NC,2013
443,FL23,FL,2013
575,TX31,TX,2013
0,NC08,NC,2013
531,NC08,NC,2013
486,CA09,CA,2013
285,SC04,SC,2013
362,MA01,MA,2013
513,LA02,LA,2013
568,MO04,MO,2013
0,TX10,TX,2013
559,SC02,SC,2013
454,SC04,SC,2013
0,MD01,MD,2013
511,IL02,IL,2013
577,IN07,IN,2013
0,TN08,TN,2013
0,GA05,GA,2013
361,MI13,MI,2013
558,FL19,FL,2013
450,FL04,FL,2013
505,MA06,MA,2013
0,TX08,TX,2013
468,GA06,GA,2013
409,IL01,IL,2013
0,NY17,NY,2013
0,PA01,PA,2013
567,LA03,LA,2013
0,TX27,TX,2013
455,NJ01,NJ,2013
441,NY02,NY,2013
541,SC02,SC,2013
408,TN09,TN,2013
362,VA05,VA,2013
0,CO05,CO,2013
423,NC06,NC,2013
0,PA13,PA,2013
455,NC06,NC,2013
479,NY10,NY,2013
459,NY21,NY,2013
0,GA04,GA,2013
0,IL01,IL,2013
470,TX09,TX,2013
380,WA07,WA,2013
404,TN09,TN,2013
0,PA14,PA,2013
0,OH01,OH,2013
0,GA12,GA,2013
528,NY10,NY,2013
621,GA04,GA,2013
484,FL05,FL,2013
0,NC08,NC,2013
503,OH14,OH,2013
0,NY28,NY,2013
333,WI04,WI,2013
460,AR02,AR,2013
495,OH01,OH,2013
400,FL12,FL,2013
343,FL09,FL,2013
505,NJ12,NJ,2013
443,MD04,MD,2013
0,GA12,GA,2013
0,FL05,FL,2013
487,AL03,AL,2013
472,AL01,AL,2013
527,FL23,FL,2013
438,VA01,VA,2013
461,GA05,GA,2013
0,CA09,CA,2013
0,IL13,IL,2013
506,MD05,MD,2013
569,PA16,PA,2013
622,MI14,MI,2013
486,AL07,AL,2013
471,TX29,TX,2013
435,NY17,NY,2013
412,NY15,NY,2013
0,LA07,LA,2013
304,MO09,MO,2013
0,NJ13,NJ,2013
425,GA03,GA,2013
562,IN01,IN,2013
422,FL02,FL,2013
433,VA02,VA,2013
428,CT05,CT,2013
663,PA09,PA,2013
488,MO09,MO,2013
559,NC06,NC,2013
407,IL10,IL,2013
541,GA05,GA,2013
386,GA04,GA,2013
0,TX31,TX,2013
512,AL07,AL,2013
0,NY23,NY,2013
429,CA16,CA,2013
0,VA03,VA,2013
0,AZ08,AZ,2013
568,MD07,MD,2013
0,DEAL,DE,2013
602,CA41,CA,2013
304,NJ04,NJ,2013
576,TN05,TN,2013
335,KS03,KS,2013
512,FL09,FL,2013
374,MS01,MS,2013
496,MD07,MD,2013
512,CA42,CA,2013
639,NH02,NH,2013
0,OH01,OH,2013
0,VA07,VA,2013
450,FL06,FL,2013
395,NY04,NY,2013
0,MS01,MS,2013
425,TX16,TX,2013
0,TX18,TX,2013
0,CA21,CA,2013
445,NC07,NC,2013
0,MD06,MD,2013
421,TX16,TX,2013
469,FL05,FL,2013
456,FL05,FL,2013
487,PA09,PA,2013
631,VA11,VA,2013
442,VA03,VA,2013
524,MD05,MD,2013
600,MD04,MD,2013
591,MD04,MD,2013
516,TX23,TX,2013
0,NH02,NH,2013
538,CA01,CA,2013
414,MA02,MA,2013
449,NJ12,NJ,2013
541,GA05,GA,2013
622,ID01,ID,2013
601,OH12,OH,2013
0,VA06,VA,2013
0,WI08,WI,2013
590,NY04,NY,2013
480,IL14,IL,2013
0,LA04,LA,2013
509,TX31,TX,2013
497,IL01,IL,2013
475,CA36,CA,2013
482,CT01,CT,2013
0,GA01,GA,2013
0,NC07,NC,2013
0,MD05,MD,2013
0,GA12,GA,2013
534,TN07,TN,2013
350,MI15,MI,2013
523,OH11,OH,2013
596,KS01,KS,2013
502,VA01,VA,2013
428,OH11,OH,2013
484,TX29,TX,2013
482,OH11,OH,2013
461,OH11,OH,2013
561,NH01,NH,2013
578,NH01,NH,2013
405,WA09,WA,2013
0,NY05,NY,2013
520,GA13,GA,2013
0,CA09,CA,2013
537,GA06,GA,2013
348,VA11,VA,2013
325,NJ07,NJ,2013
0,TX16,TX,2013
416,OH04,OH,2013
0,NY22,NY,2013
354,VA02,VA,2013
413,GA05,GA,2013
0,NJ02,NJ,2013
0,TX04,TX,2013
408,MS01,MS,2013
0,NC04,NC,2013
386,AZ02,AZ,2013
492,LA06,LA,2013
689,CA16,CA,2013
463,MA10,MA,2013
493,DCOL,DC,2013
0,NY04,NY,2013
0,DEAL,DE,2013
512,LA07,LA,2013
403,AZ02,AZ,2013
527,GA02,GA,2013
458,CA26,CA,2013
509,MD03,MD,2013
486,MS02,MS,2013
418,MS02,MS,2013
0,NY12,NY,2013
650,FL10,FL,2013
688,VA10,VA,2013
575,FL14,FL,2013
474,NC09,NC,2013
570,TX18,TX,2013
384,SC02,SC,2013
425,NJ02,NJ,2013
555,NY08,NY,2013
445,CA26,CA,2013
508,FL06,FL,2013
481,FL19,FL,2013
379,AL01,AL,2013
549,CA14,CA,2013
545,AZ03,AZ,2013
366,IL14,IL,2013
528,AL02,AL,2013
0,GA10,GA,2013
367,NC04,NC,2013
481,VA11,VA,2013
405,VA02,VA,2013
566,NY08,NY,2013
276,KY02,KY,2013
435,FL23,FL,2013
0,NC02,NC,2013
0,GA12,GA,2013
569,MS02,MS,2013
0,NY17,NY,2013
0,NC08,NC,2013
398,FL06,FL,2013
0,TX01,TX,2013
0,NM01,NM,2013
479,CA07,CA,2013
440,NC08,NC,2013
346,VA03,VA,2013
520,WA09,WA,2013
0,TX02,TX,2013
538,MS03,MS,2013
0,VA01,VA,2013
0,GA07,GA,2013
381,NC08,NC,2013
408,AR04,AR,2013
468,NY04,NY,2013
639,CA35,CA,2013
0,VA04,VA,2013
459,CA05,CA,2013
0,CA21,CA,2013
0,MD01,MD,2013
583,IN01,IN,2013
410,SC02,SC,2013
610,VA02,VA,2013
575,PA14,PA,2013
0,MD02,MD,2013
588,NJ05,NJ,2013
393,DCOL,DC,2013
503,NJ12,NJ,2013
0,TX31,TX,2013
450,SC02,SC,2013
504,GA04,GA,2013
430,AL03,AL,2013
0,NY11,NY,2013
0,AZ08,AZ,2013
505,WV01,WV,2013
522,WV01,WV,2013
0,NC08,NC,2013
0,NC09,NC,2013
338,MI05,MI,2013
0,VA06,VA,2013
362,MO02,MO,2013
0,MI13,MI,2013
583,LA03,LA,2013
463,NC09,NC,2013
501,MD05,MD,2013
0,VA01,VA,2013
398,WA08,WA,2013
457,PA02,PA,2013
469,WA09,WA,2013
313,GA05,GA,2013
0,SC02,SC,2013
492,MD03,MD,2013
393,IL13,IL,2013
553,WA09,WA,2013
503,NC12,NC,2013
387,CA44,CA,2013
597,VA07,VA,2013
0,MD04,MD,2013
295,SC06,SC,2013
445,FL07,FL,2013
476,SC02,SC,2013
516,CA47,CA,2013
596,TX06,TX,2013
0,NC12,NC,2013
588,NY14,NY,2013
0,GA13,GA,2013
439,LA03,LA,2013
490,TX02,TX,2013
333,IN04,IN,2013
444,TX26,TX,2013
0,PA12,PA,2013
779,MI01,MI,2013
779,MI01,MI,2013
0,NY01,NY,2013
513,NC12,NC,2013
543,TX29,TX,2013
661,HI02,HI,2013
499,SC01,SC,2013
451,KY02,KY,2013
617,MD02,MD,2013
365,FL08,FL,2013
344,FL16,FL,2013
393,NJ01,NJ,2013
0,MS03,MS,2013
478,DEAL,DE,2013
427,FL13,FL,2013
504,CA03,CA,2013
444,SC02,SC,2013
548,MI13,MI,2013
473,AKAL,AK,2013
361,MO04,MO,2013
395,WA09,WA,2013
567,FL22,FL,2013
395,NJ04,NJ,2013
490,MS02,MS,2013
328,AR04,AR,2013
375,IN07,IN,2013
0,FL23,FL,2013
0,MO04,MO,2013
379,GA08,GA,2013
509,MD04,MD,2013
0,WV02,WV,2013
372,MI14,MI,2013
544,MI14,MI,2013
505,VA08,VA,2013
389,MI13,MI,2013
318,TX22,TX,2013
462,VA03,VA,2013
0,MD05,MD,2013
307,NE02,NE,2013
0,VA04,VA,2013
298,IL13,IL,2013
0,VA03,VA,2013
0,TX18,TX,2013
487,MS03,MS,2013
355,MI13,MI,2013
432,FL19,FL,2013
575,GA04,GA,2013
0,DCOL,DC,2013
0,GA02,GA,2013
445,VA11,VA,2013
493,MD04,MD,2013
0,GA05,GA,2013
0,HI01,HI,2013
469,MI03,MI,2013
0,TX16,TX,2013
430,NV03,NV,2013
552,TX24,TX,2013
569,TX23,TX,2013
483,PA02,PA,2013
426,MS02,MS,2013
479,MD02,MD,2013
492,TX23,TX,2013
0,GA02,GA,2013
307,WI04,WI,2013
471,SC05,SC,2013
433,VA06,VA,2013
0,TN03,TN,2013
575,GA03,GA,2013
497,GA05,GA,2013
0,OH09,OH,2013
494,PA02,PA,2013
0,GA02,GA,2013
0,NJ11,NJ,2013
504,MS02,MS,2013
507,VA01,VA,2013
408,SC03,SC,2013
0,IL02,IL,2013
528,TX08,TX,2013
534,NY22,NY,2013
554,OH07,OH,2013
515,NY11,NY,2013
386,NY21,NY,2013
375,MD07,MD,2013
531,GA05,GA,2013
0,IL02,IL,2013
434,GA07,GA,2013
434,GA05,GA,2013
458,FL15,FL,2013
427,TX21,TX,2013
377,FL16,FL,2013
451,HI01,HI,2013
384,NC03,NC,2013
0,NC06,NC,2013
0,PA06,PA,2013
556,AL03,AL,2013
0,NC06,NC,2013
0,CA43,CA,2013
509,MS04,MS,2013
457,MD02,MD,2013
0,MO02,MO,2013
651,GA12,GA,2013
0,NV01,NV,2013
0,AL05,AL,2013
507,OH04,OH,2013
422,MI14,MI,2013
557,GA02,GA,2013
521,NY11,NY,2013
0,FL21,FL,2013
459,IL09,IL,2013
510,SC01,SC,2013
421,GA02,GA,2013
515,GA13,GA,2013
0,IL08,IL,2013
528,OH11,OH,2013
544,TN09,TN,2013
0,NC08,NC,2013
461,IL11,IL,2013
328,MO05,MO,2013
444,GA05,GA,2013
478,TX31,TX,2013
0,TX16,TX,2013
0,IL02,IL,2013
0,NY02,NY,2013
510,OK03,OK,2013
376,GA11,GA,2013
418,PA02,PA,2013
499,NC12,NC,2013
400,NY07,NY,2013
464,TX10,TX,2013
0,AL07,AL,2013
454,VA03,VA,2013
0,MD05,MD,2013
441,MI13,MI,2013
489,NC07,NC,2013
0,PA17,PA,2013
536,NC04,NC,2013
550,GA05,GA,2013
0,OH11,OH,2013
538,LA03,LA,2013
457,TN05,TN,2013
519,PA02,PA,2013
514,MN04,MN,2013
0,MN04,MN,2013
0,CA43,CA,2013
0,GA11,GA,2013
0,TX24,TX,2013
294,FL06,FL,2013
0,PA01,PA,2013
0,GA05,GA,2013
467,NC13,NC,2013
452,MA03,MA,2013
0,DEAL,DE,2013
0,TX05,TX,2013
545,TX31,TX,2013
506,NV01,NV,2013
453,GA11,GA,2013
0,FL04,FL,2013
511,CA07,CA,2013
0,MD02,MD,2013
366,NH01,NH,2013
0,GA13,GA,2013
491,LA02,LA,2013
460,NC08,NC,2013
0,NY14,NY,2013
404,TN02,TN,2013
406,KS02,KS,2013
429,KS03,KS,2013
486,TX14,TX,2013
0,TX22,TX,2013
0,TN09,TN,2013
434,NC12,NC,2013
0,TX16,TX,2013
0,GA01,GA,2013
469,IL01,IL,2013
0,PA14,PA,2013
325,PA14,PA,2013
0,IL12,IL,2013
0,TX32,TX,2013
0,MI14,MI,2013
523,OH18,OH,2013
539,NY19,NY,2013
447,WI05,WI,2013
520,AZ08,AZ,2013
376,WA09,WA,2013
345,FL17,FL,2013
500,MD04,MD,2013
0,AR04,AR,2013
545,VA11,VA,2013
552,MA09,MA,2013
438,ME02,ME,2013
483,GA13,GA,2013
650,AZ05,AZ,2013
719,WA05,WA,2013
445,TX30,TX,2013
0,CA22,CA,2013
728,WA08,WA,2013
0,VA08,VA,2013
0,VA03,VA,2013
388,TX08,TX,2013
0,GA06,GA,2013
0,GA02,GA,2013
630,GA12,GA,2013
451,MS01,MS,2013
0,VA01,VA,2013
458,MS01,MS,2013
360,IL01,IL,2013
0,UT02,UT,2013
0,IL01,IL,2013
508,GA01,GA,2013
0,FL15,FL,2013
0,TX01,TX,2013
459,MD06,MD,2013
399,PA02,PA,2013
554,NY06,NY,2013
481,SC02,SC,2013
486,WA07,WA,2013
485,CO05,CO,2013
0,CA17,CA,2013
339,SC02,SC,2013
343,MD04,MD,2013
487,GA05,GA,2013
604,FL17,FL,2013
441,CA37,CA,2013
0,PA02,PA,2013
419,GA04,GA,2013
456,GA04,GA,2013
481,TX22,TX,2013
409,GA07,GA,2013
534,GA07,GA,2013
361,OK05,OK,2013
0,MD05,MD,2013
0,AZ06,AZ,2013
0,IN07,IN,2013
371,MO05,MO,2013
436,MD07,MD,2013
0,FL21,FL,2013
565,FL21,FL,2013
411,CA08,CA,2013
449,GA05,GA,2013
0,NC01,NC,2013
393,NV02,NV,2013
336,NC03,NC,2013
461,FL17,FL,2013
342,FL11,FL,2013
449,NC01,NC,2013
0,IA01,IA,2013
574,PA17,PA,2013
0,CA26,CA,2013
458,GA01,GA,2013
0,NC08,NC,2013
279,GA03,GA,2013
0,PA01,PA,2013
390,AZ06,AZ,2013
614,MO04,MO,2013
0,PA11,PA,2013
344,PA02,PA,2013
474,MS03,MS,2013
412,NC12,NC,2013
434,AL03,AL,2013
0,LA05,LA,2013
665,MO05,MO,2013
412,CA25,CA,2013
570,MS03,MS,2013
465,FL11,FL,2013
406,NC02,NC,2013
0,NDAL,ND,2013
610,OR04,OR,2013
0,DCOL,DC,2013
422,TX24,TX,2013
619,CA07,CA,2013
0,TX20,TX,2013
0,LA02,LA,2013
0,OH08,OH,2013
439,CT04,CT,2013
427,CA42,CA,2013
542,WA06,WA,2013
0,TX18,TX,2013
0,SC06,SC,2013
448,TX16,TX,2013
370,PA08,PA,2013
351,MD05,MD,2013
0,NC08,NC,2013
584,SDAL,SD,2013
386,KY03,KY,2013
527,AZ07,AZ,2013
357,LA01,LA,2013
437,NJ12,NJ,2013
0,NC08,NC,2013
0,MI13,MI,2013
