CEER,STATEDIST,STATE,GRAD YR
546,OH03,OH,2000
507,CO05,CO,2000
554,TN03,TN,2000
469,PA01,PA,2000
669,CA25,CA,2000
552,DEAL,DE,2000
657,GA04,GA,2000
529,TX21,TX,2000
422,TX08,TX,2000
528,SC01,SC,2000
446,NC06,NC,2000
537,IL11,IL,2000
574,NY20,NY,2000
547,NJ01,NJ,2000
558,IL10,IL,2000
509,NV02,NV,2000
577,IL11,IL,2000
551,MO09,MO,2000
566,HI01,HI,2000
508,FL11,FL,2000
500,TX30,TX,2000
594,OH11,OH,2000
590,VA10,VA,2000
648,NY08,NY,2000
560,VA04,VA,2000
529,VA01,VA,2000
459,CA41,CA,2000
583,DCZZ,DC,2000
601,OH08,OH,2000
533,MI03,MI,2000
547,AL04,AL,2000
629,CA47,CA,2000
561,OH01,OH,2000
524,TX11,TX,2000
636,TX09,TX,2000
578,GA04,GA,2000
527,OH02,OH,2000
510,MD08,MD,2000
559,VA04,VA,2000
605,MD05,MD,2000
568,SC02,SC,2000
555,NJZZ,NJ,2000
550,IL13,IL,2000
602,MI16,MI,2000
675,WA09,WA,2000
549,FL01,FL,2000
601,NJ02,NJ,2000
606,NJ04,NJ,2000
590,NJ03,NJ,2000
585,OH11,OH,2000
541,CA10,CA,2000
512,LA02,LA,2000
540,MD02,MD,2000
642,WI06,WI,2000
535,OH19,OH,2000
549,MD03,MD,2000
552,LA06,LA,2000
546,PA01,PA,2000
502,NE02,NE,2000
499,AL07,AL,2000
639,VA04,VA,2000
499,GA03,GA,2000
508,TX02,TX,2000
542,NC12,NC,2000
535,NY07,NY,2000
558,VA11,VA,2000
544,IL15,IL,2000
533,IL11,IL,2000
514,MI02,MI,2000
557,MO01,MO,2000
583,OH11,OH,2000
525,TX23,TX,2000
603,TX11,TX,2000
578,TN03,TN,2000
509,TN03,TN,2000
598,MI06,MI,2000
454,FL03,FL,2000
624,NJ08,NJ,2000
567,VA08,VA,2000
531,NC07,NC,2000
577,PA17,PA,2001
603,AL03,AL,2001
620,NY26,NY,2001
600,IL09,IL,2001
500,CA22,CA,2001
604,GA05,GA,2001
562,MD08,MD,2001
448,OH03,OH,2001
521,NJ08,NJ,2001
537,TN07,TN,2001
529,LA02,LA,2001
584,CT06,CT,2001
483,VA04,VA,2001
534,FL20,FL,2001
515,TX14,TX,2001
529,MD05,MD,2001
565,VA01,VA,2001
560,CA37,CA,2001
571,CA52,CA,2001
517,GA02,GA,2001
466,PA18,PA,2001
679,TN07,TN,2001
524,NY20,NY,2001
529,WA08,WA,2001
610,NJZZ,NJ,2001
482,MD08,MD,2001
558,NJ06,NJ,2001
533,NY08,NY,2001
538,MD04,MD,2001
496,CA45,CA,2001
581,CA50,CA,2001
482,GA07,GA,2001
457,NY07,NY,2001
518,TX30,TX,2001
503,CA40,CA,2001
583,OH15,OH,2001
572,GA05,GA,2001
552,TX30,TX,2001
513,OH11,OH,2001
545,GA10,GA,2001
525,PA19,PA,2001
505,SC01,SC,2001
521,TX02,TX,2001
562,LA05,LA,2001
427,MS04,MS,2001
536,TX08,TX,2001
475,LA07,LA,2001
548,IL15,IL,2001
615,CA23,CA,2001
552,VA11,VA,2001
467,VA08,VA,2001
548,VA07,VA,2001
559,CA32,CA,2001
593,OK01,OK,2001
656,NJZZ,NJ,2001
624,NJ12,NJ,2001
561,GA11,GA,2001
534,MI13,MI,2001
546,TX04,TX,2001
611,MI15,MI,2001
590,VA07,VA,2001
581,FL21,FL,2001
583,KY03,KY,2001
534,TX06,TX,2001
522,TX06,TX,2001
528,CA37,CA,2001
676,TX04,TX,2001
633,VA09,VA,2001
625,MO07,MO,2001
584,KY01,KY,2001
541,NY05,NY,2001
520,NJ11,NJ,2001
546,MD04,MD,2001
552,AL06,AL,2001
558,MA07,MA,2001
590,MO01,MO,2001
551,TX20,TX,2001
535,NY01,NY,2001
450,GA02,GA,2001
579,WI05,WI,2001
556,VA01,VA,2001
439,GA04,GA,2001
528,IL06,IL,2001
586,NJ03,NJ,2001
609,TX22,TX,2002
555,FL04,FL,2002
577,FL20,FL,2002
589,NY07,NY,2002
430,FL17,FL,2002
528,OH04,OH,2002
522,VA08,VA,2002
560,AL07,AL,2002
592,CA37,CA,2002
585,IL17,IL,2002
545,LA07,LA,2002
520,MD04,MD,2002
0,GA06,GA,2002
578,AL03,AL,2002
613,FL15,FL,2002
449,MI15,MI,2002
544,CA04,CA,2002
497,MD06,MD,2002
604,AL05,AL,2002
568,NJ03,NJ,2002
573,IL20,IL,2002
510,IL08,IL,2002
471,MD06,MD,2002
601,WA06,WA,2002
517,TX22,TX,2002
517,NC08,NC,2002
497,NY21,NY,2002
550,KS02,KS,2002
601,TX30,TX,2002
522,DCOL,DC,2002
535,NC03,NC,2002
564,MD04,MD,2002
456,MD05,MD,2002
617,MA09,MA,2002
0,CA51,CA,2002
622,PA21,PA,2002
0,MI12,MI,2002
549,NJ06,NJ,2002
602,TX18,TX,2002
520,GUAL,GU,2002
529,SC02,SC,2002
576,AR04,AR,2002
536,NC08,NC,2002
538,SC06,SC,2002
597,AL01,AL,2002
663,FL09,FL,2002
524,AL07,AL,2002
517,NC09,NC,2002
564,TX02,TX,2002
535,GA03,GA,2002
546,AL06,AL,2002
538,AL01,AL,2002
566,FL17,FL,2002
547,VA01,VA,2002
543,MD07,MD,2002
499,PA20,PA,2002
572,FL03,FL,2002
612,CA42,CA,2002
563,AZ02,AZ,2002
598,OH08,OH,2002
622,TX09,TX,2002
559,CA28,CA,2002
544,DCOL,DC,2002
573,MD01,MD,2002
529,NY06,NY,2002
514,CA25,CA,2002
569,PA10,PA,2002
548,IN02,IN,2002
572,IN10,IN,2002
635,MD02,MD,2002
424,MS04,MS,2002
562,MA05,MA,2002
593,GA08,GA,2002
677,LA02,LA,2002
518,AR02,AR,2002
574,CA50,CA,2002
591,LA01,LA,2002
470,MDZZ,MD,2002
566,VA02,VA,2002
531,NY01,NY,2002
531,MD06,MD,2002
550,NV01,NV,2002
443,TXZZ,TX,2002
519,MI08,MI,2002
593,FL17,FL,2002
619,MA07,MA,2002
615,AL06,AL,2002
0,WI04,WI,2002
503,IL02,IL,2002
517,AL01,AL,2002
510,NJ02,NJ,2002
524,NY27,NY,2002
547,DCOL,DC,2002
516,OR24,OR,2002
547,MD05,MD,2002
451,AL05,AL,2002
558,SC04,SC,2002
540,OH15,OH,2002
525,NC03,NC,2002
576,NJ03,NJ,2002
537,MD04,MD,2002
540,KY06,KY,2002
591,IL18,IL,2002
572,NY10,NY,2002
601,SC02,SC,2002
491,NJZZ,NJ,2002
563,FL18,FL,2002
622,FL18,FL,2002
566,NY06,NY,2002
541,NJ01,NJ,2002
546,GA04,GA,2002
437,MI16,MI,2002
568,MI03,MI,2002
582,FL01,FL,2002
493,CA40,CA,2002
613,SC04,SC,2002
543,TX16,TX,2002
540,MS04,MS,2002
610,TX13,TX,2002
517,CA40,CA,2002
408,TX24,TX,2002
582,SC04,SC,2002
489,MS04,MS,2003
506,NY03,NY,2003
473,NY15,NY,2003
584,CA43,CA,2003
491,OH01,OH,2003
500,MD08,MD,2003
0,MIZZ,MI,2003
432,TN09,TN,2003
587,NY03,NY,2003
573,TX20,TX,2003
567,NJ07,NJ,2003
465,NY26,NY,2003
500,NJ08,NJ,2003
479,TX10,TX,2003
462,GA06,GA,2003
481,NY17,NY,2003
510,GA08,GA,2003
499,PA02,PA,2003
516,OH14,OH,2003
591,MD01,MD,2003
428,GA06,GA,2003
512,GA06,GA,2003
622,SC02,SC,2003
499,TX07,TX,2003
563,FL17,FL,2003
461,FL08,FL,2003
513,WI04,WI,2003
516,SC06,SC,2003
498,NJZZ,NJ,2003
531,MI14,MI,2003
608,AL02,AL,2003
582,CT06,CT,2003
436,NC09,NC,2003
354,DEAL,DE,2003
502,IL08,IL,2003
496,AL07,AL,2003
559,AL03,AL,2003
572,MO09,MO,2003
340,LA07,LA,2003
461,TN07,TN,2003
555,AL02,AL,2003
488,WI05,WI,2003
616,WV02,WV,2003
512,GA04,GA,2003
538,NC12,NC,2003
475,VA08,VA,2003
554,TX30,TX,2003
488,PA04,PA,2003
533,CA47,CA,2003
590,OR02,OR,2003
451,MI14,MI,2003
426,TN09,TN,2003
605,NY04,NY,2003
543,TX16,TX,2003
552,GA02,GA,2003
586,NJ06,NJ,2003
475,VA08,VA,2003
545,MD05,MD,2003
479,MI11,MI,2003
586,TN09,TN,2003
598,TN02,TN,2003
580,MD04,MD,2003
438,FL11,FL,2003
583,CA50,CA,2003
505,GA06,GA,2003
564,GA08,GA,2003
428,VA01,VA,2003
575,MD04,MD,2003
507,MD04,MD,2003
448,DEAL,DE,2003
541,MI15,MI,2003
545,VA08,VA,2003
517,FL03,FL,2003
494,KS03,KS,2003
462,NJ10,NJ,2003
559,NY04,NY,2003
598,FL23,FL,2003
540,VA08,VA,2003
498,TX08,TX,2003
444,VA07,VA,2003
554,NY18,NY,2003
532,IL14,IL,2003
478,MD04,MD,2003
478,NY20,NY,2003
442,FL04,FL,2003
485,TX28,TX,2003
573,AZ05,AZ,2003
541,CA50,CA,2003
386,FL01,FL,2003
558,NC07,NC,2003
527,IN02,IN,2003
619,VA08,VA,2003
523,FL06,FL,2003
576,GA03,GA,2003
601,SC01,SC,2003
505,NJ06,NJ,2003
468,NY21,NY,2003
0,MD07,MD,2003
598,GA05,GA,2003
518,OH01,OH,2003
600,VA11,VA,2003
523,IL20,IL,2003
502,NCZZ,NC,2003
398,NJZZ,NJ,2003
562,MD05,MD,2003
569,OH14,OH,2003
646,NY07,NY,2003
616,MD04,MD,2003
437,VA10,VA,2003
499,MD04,MD,2003
553,CA01,CA,2003
534,LA04,LA,2003
463,MI14,MI,2003
479,NY17,NY,2003
501,MS04,MS,2003
491,NC05,NC,2003
402,CT03,CT,2003
429,CO05,CO,2003
624,CA25,CA,2003
512,NY07,NY,2003
569,WA09,WA,2003
490,CA41,CA,2003
564,IL17,IL,2003
505,MD04,MD,2003
433,KY02,KY,2003
549,IN10,IN,2003
546,PA19,PA,2003
517,GA03,GA,2003
395,CA42,CA,2003
503,GA05,GA,2003
0,TX22,TX,2003
605,GA05,GA,2003
516,CO05,CO,2003
605,MI01,MI,2003
459,MD01,MD,2003
497,SC06,SC,2003
0,MI16,MI,2003
534,TX06,TX,2003
474,CA14,CA,2003
516,VA07,VA,2003
602,FL08,FL,2003
512,CA25,CA,2003
461,LA04,LA,2003
565,OH13,OH,2003
499,MO08,MO,2003
573,NY21,NY,2003
570,CA01,CA,2003
538,TN09,TN,2003
608,FL17,FL,2003
480,GA02,GA,2003
524,GA05,GA,2003
531,CA36,CA,2003
0,MI14,MI,2003
463,MS05,MS,2004
536,NY06,NY,2004
0,VA02,VA,2004
469,VA11,VA,2004
474,NJ12,NJ,2004
506,NY03,NY,2004
521,AL02,AL,2004
473,NY15,NY,2004
584,CA43,CA,2004
561,GA03,GA,2004
477,TN09,TN,2004
649,VA01,VA,2004
614,VA08,VA,2004
613,TX16,TX,2004
479,CA23,CA,2004
465,NY26,NY,2004
410,VA10,VA,2004
537,SC04,SC,2004
449,VA01,VA,2004
588,FL17,FL,2004
520,MD07,MD,2004
479,GA06,GA,2004
584,CA25,CA,2004
563,IN01,IN,2004
526,MD02,MD,2004
494,GA06,GA,2004
0,TN03,TN,2004
477,AL02,AL,2004
551,GA06,GA,2004
491,TX07,TX,2004
514,NJ10,NJ,2004
547,GA05,GA,2004
432,FL12,FL,2004
514,IL15,IL,2004
475,FL08,FL,2004
497,NY23,NY,2004
529,SC06,SC,2004
518,VA01,VA,2004
444,NC09,NC,2004
501,FL11,FL,2004
479,RI01,RI,2004
502,IL08,IL,2004
617,CA37,CA,2004
559,AL03,AL,2004
535,NY20,NY,2004
627,MD05,MD,2004
563,CA41,CA,2004
454,VA11,VA,2004
592,TX11,TX,2004
514,TN07,TN,2004
493,AL01,AL,2004
604,AL02,AL,2004
548,AL07,AL,2004
513,NY08,NY,2004
474,WI05,WI,2004
400,WI05,WI,2004
497,TX20,TX,2004
555,NY29,NY,2004
557,DCOL,DC,2004
457,GA10,GA,2004
480,FL03,FL,2004
542,PA14,PA,2004
582,OH01,OH,2004
490,MI14,MI,2004
453,TN09,TN,2004
443,SC06,SC,2004
543,TX16,TX,2004
492,GA10,GA,2004
475,TX29,TX,2004
468,VA08,VA,2004
556,MD05,MD,2004
527,MI11,MI,2004
601,TX11,TX,2004
570,CA28,CA,2004
598,DCOL,DC,2004
486,CA10,CA,2004
643,CA44,CA,2004
576,TX03,TX,2004
534,FL11,FL,2004
542,CA26,CA,2004
570,CA50,CA,2004
536,GA06,GA,2004
507,MD04,MD,2004
419,DEAL,DE,2004
545,NY19,NY,2004
575,VA10,VA,2004
545,VA08,VA,2004
467,AL01,AL,2004
512,NY30,NY,2004
539,TX05,TX,2004
637,RI02,RI,2004
480,NJ10,NJ,2004
583,GA05,GA,2004
542,TX20,TX,2004
561,GA08,GA,2004
487,TX08,TX,2004
626,NY19,NY,2004
587,SC04,SC,2004
456,VA07,VA,2004
0,MD04,MD,2004
598,OH07,OH,2004
537,MD05,MD,2004
630,VA07,VA,2004
410,MD04,MD,2004
446,OK04,OK,2004
524,MD04,MD,2004
386,FL01,FL,2004
456,VA05,VA,2004
464,IN05,IN,2004
579,VA11,VA,2004
633,VA11,VA,2004
490,TX25,TX,2004
427,NJ05,NJ,2004
401,KS03,KS,2004
490,IL18,IL,2004
531,NJ06,NJ,2004
494,NY21,NY,2004
504,VA11,VA,2004
508,GA13,GA,2004
518,OH01,OH,2004
559,NC07,NC,2004
0,FL17,FL,2004
675,KY03,KY,2004
554,FL01,FL,2004
632,MO07,MO,2004
630,FL19,FL,2004
461,VA10,VA,2004
532,NC05,NC,2004
488,CO05,CO,2004
458,LA04,LA,2004
504,NJ06,NJ,2004
508,CA41,CA,2004
660,TX09,TX,2004
583,IL17,IL,2004
475,KY02,KY,2004
483,AKAL,AK,2004
589,OH09,OH,2004
622,PA19,PA,2004
576,SC01,SC,2004
438,CA42,CA,2004
554,VA04,VA,2004
467,GA07,GA,2004
516,CO05,CO,2004
61,IL01,IL,2004
548,FL07,FL,2004
494,NY20,NY,2004
419,FL03,FL,2004
510,MD01,MD,2004
501,SC06,SC,2004
466,IN01,IN,2004
443,MI16,MI,2004
497,NC01,NC,2004
506,TX25,TX,2004
516,TX06,TX,2004
516,KS03,KS,2004
471,GA04,GA,2004
570,CA14,CA,2004
469,TX18,TX,2004
440,VA02,VA,2004
474,MI06,MI,2004
450,NDAL,ND,2004
646,FL08,FL,2004
448,VA02,VA,2004
502,CA25,CA,2004
490,AL05,AL,2004
479,LA04,LA,2004
463,NY25,NY,2004
580,OH13,OH,2004
0,MD04,MD,2004
608,FL17,FL,2004
527,GA02,GA,2004
531,CA36,CA,2004
451,MI14,MI,2004
0,NY05,NY,2005
489,RI01,RI,2005
565,MS05,MS,2005
421,MS02,MS,2005
0,GA02,GA,2005
494,LA03,LA,2005
0,NY06,NY,2005
480,PA01,PA,2005
0,MD04,MD,2005
557,TX02,TX,2005
469,VA11,VA,2005
479,NJ12,NJ,2005
521,AL02,AL,2005
541,VA11,VA,2005
588,NY01,NY,2005
432,CA38,CA,2005
640,VA03,VA,2005
495,CA41,CA,2005
529,MD04,MD,2005
353,GA05,GA,2005
621,TX16,TX,2005
0,MS04,MS,2005
497,CA23,CA,2005
453,VA10,VA,2005
489,TX03,TX,2005
516,GA06,GA,2005
586,VA08,VA,2005
449,VA01,VA,2005
516,MI07,MI,2005
559,TX30,TX,2005
628,IN01,IN,2005
530,TN09,TN,2005
551,MD02,MD,2005
525,VA11,VA,2005
499,DCOL,DC,2005
566,GA05,GA,2005
647,NY19,NY,2005
529,MD05,MD,2005
505,MD06,MD,2005
387,TN03,TN,2005
531,AL02,AL,2005
490,FL17,FL,2005
508,NJ10,NJ,2005
551,CA16,CA,2005
561,GA05,GA,2005
441,FL12,FL,2005
591,CA41,CA,2005
501,FL08,FL,2005
389,MS02,MS,2005
0,MA02,MA,2005
643,SC01,SC,2005
548,VA01,VA,2005
564,FL13,FL,2005
450,MD04,MD,2005
501,FL11,FL,2005
0,GA04,GA,2005
498,RI01,RI,2005
581,NC07,NC,2005
572,MD05,MD,2005
483,WI05,WI,2005
635,GA05,GA,2005
558,AL01,AL,2005
505,CA07,CA,2005
455,MD05,MD,2005
0,TX22,TX,2005
515,NY08,NY,2005
0,FL19,FL,2005
451,WI05,WI,2005
601,TN07,TN,2005
0,CA25,CA,2005
510,AL05,AL,2005
518,GA10,GA,2005
589,NY12,NY,2005
523,TX16,TX,2005
483,MO01,MO,2005
489,GA10,GA,2005
557,NY11,NY,2005
512,NY04,NY,2005
405,SC06,SC,2005
554,TX29,TX,2005
0,GA01,GA,2005
0,VA11,VA,2005
424,AZ03,AZ,2005
586,KS02,KS,2005
470,CA09,CA,2005
0,AL04,AL,2005
520,DCOL,DC,2005
456,SC03,SC,2005
478,CA10,CA,2005
486,IN10,IN,2005
642,TX03,TX,2005
548,CA26,CA,2005
544,CA26,CA,2005
472,VA10,VA,2005
481,NC01,NC,2005
0,SC06,SC,2005
0,AL07,AL,2005
657,NM02,NM,2005
0,MS03,MS,2005
576,CA05,CA,2005
448,DEAL,DE,2005
499,SC05,SC,2005
505,FL21,FL,2005
495,VA08,VA,2005
495,MS03,MS,2005
607,AL01,AL,2005
566,TX05,TX,2005
523,MD05,MD,2005
556,TX20,TX,2005
506,CA47,CA,2005
575,VA04,VA,2005
565,GA08,GA,2005
0,VIAL,VI,2005
505,CA09,CA,2005
547,CA35,CA,2005
618,NY19,NY,2005
551,MD05,MD,2005
493,OK04,OK,2005
543,MD04,MD,2005
624,GA01,GA,2005
614,MD04,MD,2005
481,VA05,VA,2005
496,IN05,IN,2005
492,NJ08,NJ,2005
562,NY16,NY,2005
494,NJ05,NJ,2005
0,MS02,MS,2005
0,TX05,TX,2005
547,KS02,KS,2005
514,NJ04,NJ,2005
481,NJ05,NJ,2005
632,MD04,MD,2005
509,IL18,IL,2005
0,IL08,IL,2005
542,NY13,NY,2005
581,MI11,MI,2005
418,PA04,PA,2005
0,FL17,FL,2005
408,OH03,OH,2005
494,VA11,VA,2005
0,FL04,FL,2005
657,FL03,FL,2005
569,NY06,NY,2005
499,PA01,PA,2005
380,FL02,FL,2005
534,LA04,LA,2005
588,MA01,MA,2005
533,TX20,TX,2005
470,NY13,NY,2005
497,LA04,LA,2005
510,NJ06,NJ,2005
526,TX18,TX,2005
514,AKAL,AK,2005
505,FL05,FL,2005
501,NJ08,NJ,2005
454,OK04,OK,2005
459,VA02,VA,2005
542,NY20,NY,2005
502,FL03,FL,2005
546,NY04,NY,2005
605,AL05,AL,2005
0,AR04,AR,2005
578,NJ13,NJ,2005
461,NY02,NY,2005
573,NY26,NY,2005
438,IN01,IN,2005
0,VA03,VA,2005
501,NC01,NC,2005
453,NC06,NC,2005
516,TX06,TX,2005
573,GA04,GA,2005
597,IN04,IN,2005
558,TX18,TX,2005
0,VA08,VA,2005
551,VA02,VA,2005
474,MI06,MI,2005
526,GA13,GA,2005
491,GA04,GA,2005
529,VA08,VA,2005
636,CT01,CT,2005
502,NDAL,ND,2005
508,AL05,AL,2005
518,NY25,NY,2005
590,CA05,CA,2005
0,MD04,MD,2005
470,FL19,FL,2005
496,CA05,CA,2005
587,SC02,SC,2005
524,GA05,GA,2005
497,PA02,PA,2005
527,RI01,RI,2006
483,AR03,AR,2006
403,MS02,MS,2006
519,PA01,PA,2006
0,NY07,NY,2006
479,MD04,MD,2006
597,VA04,VA,2006
550,SC02,SC,2006
0,TX30,TX,2006
529,MD04,MD,2006
269,NC01,NC,2006
501,TX16,TX,2006
0,VA03,VA,2006
479,VA10,VA,2006
0,IL01,IL,2006
495,TX03,TX,2006
661,MS02,MS,2006
0,TX03,TX,2006
644,CA25,CA,2006
455,NC03,NC,2006
0,MS03,MS,2006
631,TN09,TN,2006
451,SC05,SC,2006
0,PA05,PA,2006
555,DCOL,DC,2006
495,FL17,FL,2006
474,CA37,CA,2006
560,GA07,GA,2006
514,IL15,IL,2006
538,NY23,NY,2006
360,VA06,VA,2006
461,OK04,OK,2006
432,IN01,IN,2006
569,AL02,AL,2006
554,MD04,MD,2006
687,CA35,CA,2006
0,NY10,NY,2006
570,CO20,CO,2006
414,TX12,TX,2006
562,NJ08,NJ,2006
572,MD05,MD,2006
563,CT03,CT,2006
515,CA07,CA,2006
455,MD05,MD,2006
0,TX07,TX,2006
0,WI05,WI,2006
451,WI05,WI,2006
512,CT01,CT,2006
601,TN07,TN,2006
482,GA01,GA,2006
486,CT06,CT,2006
530,NY29,NY,2006
536,LA06,LA,2006
417,MD08,MD,2006
496,NJ07,NJ,2006
470,NJ07,NJ,2006
725,MI08,MI,2006
494,MD27,MD,2006
0,NJ03,NJ,2006
526,SC05,SC,2006
505,TX16,TX,2006
483,MO01,MO,2006
434,MD07,MD,2006
520,NY04,NY,2006
594,GA05,GA,2006
563,TX30,TX,2006
534,IL02,IL,2006
489,CA09,CA,2006
508,MD04,MD,2006
616,WA01,WA,2006
520,DCOL,DC,2006
544,DCOL,DC,2006
466,SC03,SC,2006
505,IN10,IN,2006
551,CA26,CA,2006
544,LA05,LA,2006
536,MD05,MD,2006
481,NC01,NC,2006
0,AK01,AK,2006
362,NY09,NY,2006
516,OH11,OH,2006
492,MI04,MI,2006
507,SC05,SC,2006
0,FL04,FL,2006
581,AR02,AR,2006
496,MI15,MI,2006
0,DCZZ,DC,2006
515,VA08,VA,2006
412,AL02,AL,2006
510,MD05,MD,2006
531,NY21,NY,2006
483,NY17,NY,2006
406,GA01,GA,2006
576,CA35,CA,2006
515,SC04,SC,2006
455,NY18,NY,2006
0,OH01,OH,2006
449,PA08,PA,2006
585,NJ01,NJ,2006
0,KY03,KY,2006
532,CA27,CA,2006
442,FL12,FL,2006
531,NJ03,NJ,2006
604,NJ09,NJ,2006
579,TX25,TX,2006
492,NJ08,NJ,2006
0,RI02,RI,2006
0,PA01,PA,2006
570,NY16,NY,2006
0,AL03,AL,2006
435,MO08,MO,2006
608,VA02,VA,2006
401,KS03,KS,2006
0,MS05,MS,2006
502,PA11,PA,2006
468,TX26,TX,2006
545,NY13,NY,2006
465,TX01,TX,2006
440,VA03,VA,2006
0,TX25,TX,2006
567,MI11,MI,2006
584,WI01,WI,2006
465,CA47,CA,2006
0,LA05,LA,2006
538,VA11,VA,2006
0,GA04,GA,2006
453,TX18,TX,2006
0,TX05,TX,2006
578,PA01,PA,2006
508,MI14,MI,2006
545,GA10,GA,2006
432,NY20,NY,2006
0,SC01,SC,2006
653,CA41,CA,2006
0,PA02,PA,2006
527,NY13,NY,2006
659,WA09,WA,2006
555,VA03,VA,2006
516,TX23,TX,2006
592,CA37,CA,2006
0,AL02,AL,2006
0,CT24,CT,2006
0,NY18,NY,2006
0,SC02,SC,2006
485,OK04,OK,2006
346,GA03,GA,2006
484,NY02,NY,2006
476,AKZZ,AK,2006
0,TX06,TX,2006
555,NY26,NY,2006
461,IN01,IN,2006
0,NY15,NY,2006
325,LA04,LA,2006
0,PA02,PA,2006
573,AR05,AR,2006
0,SC04,SC,2006
491,MI06,MI,2006
506,GA03,GA,2006
526,GA13,GA,2006
557,TX11,TX,2006
515,GA04,GA,2006
574,VA08,VA,2006
0,MO04,MO,2006
591,CA42,CA,2006
0,TX23,TX,2006
483,FL19,FL,2006
511,CA05,CA,2006
0,TX02,TX,2006
516,PA02,PA,2006
0,FL04,FL,2007
603,NE01,NE,2007
0,CA10,CA,2007
472,LA01,LA,2007
0,LA02,LA,2007
0,GA11,GA,2007
0,IN10,IN,2007
0,FL03,FL,2007
529,VA11,VA,2007
451,FL11,FL,2007
493,KY03,KY,2007
360,MO01,MO,2007
0,TX07,TX,2007
526,NY10,NY,2007
0,GA01,GA,2007
589,FL15,FL,2007
0,IN10,IN,2007
524,MD04,MD,2007
0,AL07,AL,2007
0,LA01,LA,2007
445,PA21,PA,2007
0,NY05,NY,2007
0,MS01,MS,2007
487,TX16,TX,2007
377,NY17,NY,2007
625,TX27,TX,2007
0,FL16,FL,2007
549,FL02,FL,2007
431,VA08,VA,2007
0,VA10,VA,2007
0,VA01,VA,2007
661,CA25,CA,2007
0,MD05,MD,2007
513,VA10,VA,2007
0,TX06,TX,2007
547,CA16,CA,2007
465,IL02,IL,2007
431,SC01,SC,2007
535,GA05,GA,2007
0,HIZZ,HI,2007
638,NY04,NY,2007
375,TX05,TX,2007
0,MI01,MI,2007
0,VA03,VA,2007
0,VA01,VA,2007
354,GA04,GA,2007
346,TX03,TX,2007
479,CA37,CA,2007
0,FL02,FL,2007
420,GA01,GA,2007
545,NY03,NY,2007
498,TX21,TX,2007
338,CA23,CA,2007
0,OH13,OH,2007
378,FL01,FL,2007
0,CA37,CA,2007
547,OK04,OK,2007
0,NJ02,NJ,2007
0,WA09,WA,2007
588,AL02,AL,2007
395,MS02,MS,2007
400,VA02,VA,2007
306,IL06,IL,2007
507,FL01,FL,2007
522,DCOL,DC,2007
463,RI01,RI,2007
0,NE02,NE,2007
378,SC04,SC,2007
0,GA05,GA,2007
0,NY19,NY,2007
0,GA43,GA,2007
448,TN02,TN,2007
0,LA01,LA,2007
645,LA06,LA,2007
522,GA01,GA,2007
406,NY19,NY,2007
0,MD04,MD,2007
0,MD04,MD,2007
0,FL15,FL,2007
502,WA08,WA,2007
463,SC01,SC,2007
573,GA06,GA,2007
499,OH01,OH,2007
474,WI05,WI,2007
0,GA10,GA,2007
552,CT01,CT,2007
538,NC12,NC,2007
604,NC12,NC,2007
634,NY06,NY,2007
510,GA01,GA,2007
527,NY01,NY,2007
338,SC02,SC,2007
0,NC08,NC,2007
486,CT06,CT,2007
432,SC03,SC,2007
511,OH11,OH,2007
473,OH12,OH,2007
0,DC01,DC,2007
539,WV03,WV,2007
0,OH06,OH,2007
0,FL13,FL,2007
577,LA06,LA,2007
496,NJ07,NJ,2007
488,NJ07,NJ,2007
381,SC01,SC,2007
0,NY19,NY,2007
440,OH11,OH,2007
347,FL04,FL,2007
628,SC06,SC,2007
389,NJ03,NJ,2007
526,SC05,SC,2007
0,FL04,FL,2007
0,MI09,MI,2007
498,NC01,NC,2007
564,TX02,TX,2007
0,MD04,MD,2007
511,VA02,VA,2007
337,MI04,MI,2007
0,OK12,OK,2007
455,MD07,MD,2007
535,AZ01,AZ,2007
0,FL03,FL,2007
535,AKAL,AK,2007
0,GA05,GA,2007
289,WI01,WI,2007
0,MO01,MO,2007
0,GA10,GA,2007
493,FL21,FL,2007
396,OH04,OH,2007
0,IN06,IN,2007
571,GA04,GA,2007
525,PA19,PA,2007
538,IL02,IL,2007
0,AL07,AL,2007
540,MD04,MD,2007
450,TN03,TN,2007
0,FL01,FL,2007
540,TN09,TN,2007
487,TX28,TX,2007
472,VA10,VA,2007
561,GA06,GA,2007
0,TN09,TN,2007
0,AR02,AR,2007
0,CA48,CA,2007
741,AK01,AK,2007
479,SC04,SC,2007
419,FL01,FL,2007
439,FL24,FL,2007
0,FL08,FL,2007
0,SC05,SC,2007
565,NY01,NY,2007
0,NC01,NC,2007
467,TX20,TX,2007
547,TX03,TX,2007
543,LA04,LA,2007
488,MI15,MI,2007
583,OH15,OH,2007
0,AL07,AL,2007
0,AR04,AR,2007
520,NY04,NY,2007
514,DCOL,DC,2007
0,MS02,MS,2007
0,FL23,FL,2007
0,NC09,NC,2007
471,SC05,SC,2007
0,IL01,IL,2007
486,NY21,NY,2007
532,NY21,NY,2007
480,NJ06,NJ,2007
520,CT03,CT,2007
0,AR07,AR,2007
464,MA06,MA,2007
441,GA04,GA,2007
483,CA09,CA,2007
494,FL11,FL,2007
0,SC02,SC,2007
564,FL20,FL,2007
0,CA43,CA,2007
0,MI14,MI,2007
498,TX22,TX,2007
